model,d1_1,d1_2,d1_3,d2_1,d2_2,d2_3,d3_1,d3_2,d3_3
10_1.0_1_1,"Mean: 0.1358, Std Dev: 0.0667","Mean: 0.1037, Std Dev: 0.0194","Mean: 0.1001, Std Dev: 0.0032","Mean: 0.2933, Std Dev: 0.0926","Mean: 0.2176, Std Dev: 0.0411","Mean: 0.2026, Std Dev: 0.0159","Mean: 0.4208, Std Dev: 0.0882","Mean: 0.325, Std Dev: 0.0462","Mean: 0.3049, Std Dev: 0.0216"
10_1.0_1_2,"Mean: 0.1312, Std Dev: 0.0643","Mean: 0.1032, Std Dev: 0.0182","Mean: 0.1002, Std Dev: 0.0045","Mean: 0.2881, Std Dev: 0.0921","Mean: 0.2155, Std Dev: 0.0391","Mean: 0.2028, Std Dev: 0.0165","Mean: 0.4173, Std Dev: 0.0899","Mean: 0.325, Std Dev: 0.0475","Mean: 0.3032, Std Dev: 0.0176"
10_1.0_1_3,"Mean: 0.1372, Std Dev: 0.0671","Mean: 0.103, Std Dev: 0.0171","Mean: 0.1, Std Dev: 0.0","Mean: 0.2946, Std Dev: 0.0937","Mean: 0.2181, Std Dev: 0.0422","Mean: 0.2029, Std Dev: 0.0168","Mean: 0.423, Std Dev: 0.0899","Mean: 0.3284, Std Dev: 0.0483","Mean: 0.3052, Std Dev: 0.0222"
10_1.0_2_1,"Mean: 0.1308, Std Dev: 0.0627","Mean: 0.1032, Std Dev: 0.0187","Mean: 0.1001, Std Dev: 0.0032","Mean: 0.2875, Std Dev: 0.0892","Mean: 0.2151, Std Dev: 0.0385","Mean: 0.202, Std Dev: 0.014","Mean: 0.4113, Std Dev: 0.0867","Mean: 0.3249, Std Dev: 0.0466","Mean: 0.304, Std Dev: 0.0196"
10_1.0_2_2,"Mean: 0.1335, Std Dev: 0.0622","Mean: 0.1031, Std Dev: 0.0179","Mean: 0.1001, Std Dev: 0.0032","Mean: 0.2939, Std Dev: 0.0912","Mean: 0.2171, Std Dev: 0.0407","Mean: 0.2028, Std Dev: 0.0165","Mean: 0.417, Std Dev: 0.084","Mean: 0.3251, Std Dev: 0.0465","Mean: 0.3046, Std Dev: 0.021"
10_1.0_2_3,"Mean: 0.1349, Std Dev: 0.0646","Mean: 0.1039, Std Dev: 0.0194","Mean: 0.1001, Std Dev: 0.0032","Mean: 0.2941, Std Dev: 0.0924","Mean: 0.2166, Std Dev: 0.0391","Mean: 0.2018, Std Dev: 0.0133","Mean: 0.4154, Std Dev: 0.0878","Mean: 0.3257, Std Dev: 0.0475","Mean: 0.3043, Std Dev: 0.0203"
10_1.0_3_1,"Mean: 0.1328, Std Dev: 0.0641","Mean: 0.1029, Std Dev: 0.0168","Mean: 0.1001, Std Dev: 0.0032","Mean: 0.2932, Std Dev: 0.0916","Mean: 0.216, Std Dev: 0.0398","Mean: 0.2022, Std Dev: 0.0147","Mean: 0.414, Std Dev: 0.0871","Mean: 0.3251, Std Dev: 0.0458","Mean: 0.3043, Std Dev: 0.0203"
10_1.0_3_2,"Mean: 0.1321, Std Dev: 0.0642","Mean: 0.1036, Std Dev: 0.0192","Mean: 0.1001, Std Dev: 0.0032","Mean: 0.2939, Std Dev: 0.0913","Mean: 0.2156, Std Dev: 0.0374","Mean: 0.2019, Std Dev: 0.0137","Mean: 0.4162, Std Dev: 0.0851","Mean: 0.3253, Std Dev: 0.0457","Mean: 0.3035, Std Dev: 0.0184"
10_1.0_3_3,"Mean: 0.1361, Std Dev: 0.0686","Mean: 0.103, Std Dev: 0.0171","Mean: 0.1001, Std Dev: 0.0032","Mean: 0.292, Std Dev: 0.091","Mean: 0.2156, Std Dev: 0.0384","Mean: 0.2028, Std Dev: 0.0165","Mean: 0.4122, Std Dev: 0.0872","Mean: 0.3204, Std Dev: 0.0415","Mean: 0.3025, Std Dev: 0.0156"
