model,a1,a2,a3
10_1.0_1_1,"Mean: 0.608, Std Dev: 0.106","Mean: 0.412, Std Dev: 0.0834","Mean: 0.3025, Std Dev: 0.0807"
10_1.0_1_2,"Mean: 0.6053, Std Dev: 0.1096","Mean: 0.411, Std Dev: 0.0831","Mean: 0.3025, Std Dev: 0.0807"
10_1.0_1_3,"Mean: 0.6039, Std Dev: 0.1057","Mean: 0.4108, Std Dev: 0.0846","Mean: 0.3025, Std Dev: 0.0807"
10_1.0_2_1,"Mean: 0.6068, Std Dev: 0.1074","Mean: 0.4126, Std Dev: 0.0848","Mean: 0.3026, Std Dev: 0.0806"
10_1.0_2_2,"Mean: 0.6097, Std Dev: 0.1055","Mean: 0.4128, Std Dev: 0.0839","Mean: 0.3025, Std Dev: 0.0807"
10_1.0_2_3,"Mean: 0.6068, Std Dev: 0.1081","Mean: 0.4104, Std Dev: 0.0833","Mean: 0.3026, Std Dev: 0.0806"
10_1.0_3_1,"Mean: 0.6125, Std Dev: 0.1072","Mean: 0.4142, Std Dev: 0.0849","Mean: 0.3026, Std Dev: 0.0807"
10_1.0_3_2,"Mean: 0.6089, Std Dev: 0.1089","Mean: 0.4141, Std Dev: 0.0838","Mean: 0.3026, Std Dev: 0.0806"
10_1.0_3_3,"Mean: 0.6094, Std Dev: 0.1072","Mean: 0.4123, Std Dev: 0.0844","Mean: 0.3026, Std Dev: 0.0807"
