model,d1_1,d1_2,d1_3,d2_1,d2_2,d2_3,d3_1,d3_2,d3_3
50_1.0_1_1,"Mean: 0.8842, Std Dev: 0.063","Mean: 0.5667, Std Dev: 0.2968","Mean: 0.1721, Std Dev: 0.2286","Mean: 0.9089, Std Dev: 0.0142","Mean: 0.7966, Std Dev: 0.0458","Mean: 0.6191, Std Dev: 0.1492","Mean: 0.9177, Std Dev: 0.0118","Mean: 0.8264, Std Dev: 0.0265","Mean: 0.717, Std Dev: 0.0636"
50_1.0_1_2,"Mean: 0.8816, Std Dev: 0.0739","Mean: 0.5146, Std Dev: 0.3175","Mean: 0.1389, Std Dev: 0.2033","Mean: 0.9095, Std Dev: 0.0134","Mean: 0.7966, Std Dev: 0.0571","Mean: 0.6072, Std Dev: 0.169","Mean: 0.9185, Std Dev: 0.0121","Mean: 0.8284, Std Dev: 0.0273","Mean: 0.7178, Std Dev: 0.0668"
50_1.0_1_3,"Mean: 0.8784, Std Dev: 0.074","Mean: 0.512, Std Dev: 0.3192","Mean: 0.1551, Std Dev: 0.2147","Mean: 0.9086, Std Dev: 0.0146","Mean: 0.7939, Std Dev: 0.062","Mean: 0.6119, Std Dev: 0.1605","Mean: 0.918, Std Dev: 0.0124","Mean: 0.8243, Std Dev: 0.0309","Mean: 0.7141, Std Dev: 0.0687"
50_1.0_2_1,"Mean: 0.887, Std Dev: 0.056","Mean: 0.5839, Std Dev: 0.2954","Mean: 0.186, Std Dev: 0.242","Mean: 0.9108, Std Dev: 0.0127","Mean: 0.8055, Std Dev: 0.0339","Mean: 0.6407, Std Dev: 0.1435","Mean: 0.9195, Std Dev: 0.011","Mean: 0.8325, Std Dev: 0.0233","Mean: 0.7281, Std Dev: 0.0582"
50_1.0_2_2,"Mean: 0.8834, Std Dev: 0.0506","Mean: 0.565, Std Dev: 0.2841","Mean: 0.1612, Std Dev: 0.2126","Mean: 0.9069, Std Dev: 0.0161","Mean: 0.7866, Std Dev: 0.0588","Mean: 0.588, Std Dev: 0.1644","Mean: 0.9169, Std Dev: 0.0124","Mean: 0.8215, Std Dev: 0.0293","Mean: 0.7022, Std Dev: 0.0725"
50_1.0_2_3,"Mean: 0.8823, Std Dev: 0.0631","Mean: 0.5489, Std Dev: 0.3022","Mean: 0.1651, Std Dev: 0.2212","Mean: 0.9084, Std Dev: 0.0148","Mean: 0.792, Std Dev: 0.0599","Mean: 0.6122, Std Dev: 0.157","Mean: 0.9178, Std Dev: 0.0126","Mean: 0.8252, Std Dev: 0.0284","Mean: 0.7153, Std Dev: 0.0679"
50_1.0_3_1,"Mean: 0.8914, Std Dev: 0.0423","Mean: 0.6201, Std Dev: 0.2814","Mean: 0.2201, Std Dev: 0.2623","Mean: 0.9124, Std Dev: 0.0117","Mean: 0.8115, Std Dev: 0.0393","Mean: 0.669, Std Dev: 0.1247","Mean: 0.921, Std Dev: 0.0099","Mean: 0.8364, Std Dev: 0.0232","Mean: 0.7415, Std Dev: 0.0479"
50_1.0_3_2,"Mean: 0.8851, Std Dev: 0.0627","Mean: 0.586, Std Dev: 0.2902","Mean: 0.1955, Std Dev: 0.245","Mean: 0.9091, Std Dev: 0.0135","Mean: 0.8005, Std Dev: 0.0416","Mean: 0.637, Std Dev: 0.1417","Mean: 0.9179, Std Dev: 0.0128","Mean: 0.8277, Std Dev: 0.0292","Mean: 0.723, Std Dev: 0.0593"
50_1.0_3_3,"Mean: 0.8852, Std Dev: 0.0431","Mean: 0.5612, Std Dev: 0.3016","Mean: 0.1856, Std Dev: 0.2381","Mean: 0.9083, Std Dev: 0.0145","Mean: 0.7946, Std Dev: 0.0537","Mean: 0.6246, Std Dev: 0.1475","Mean: 0.9173, Std Dev: 0.0128","Mean: 0.8251, Std Dev: 0.0275","Mean: 0.7192, Std Dev: 0.0496"
