model,d1_1,d1_2,d1_3,d2_1,d2_2,d2_3,d3_1,d3_2,d3_3
25_1.0_1_1,"Mean: 0.0554, Std Dev: 0.0361","Mean: 0.0411, Std Dev: 0.0067","Mean: 0.0401, Std Dev: 0.0018","Mean: 0.1628, Std Dev: 0.0803","Mean: 0.0951, Std Dev: 0.0279","Mean: 0.0835, Std Dev: 0.012","Mean: 0.2854, Std Dev: 0.0983","Mean: 0.1658, Std Dev: 0.05","Mean: 0.1359, Std Dev: 0.0278"
25_1.0_1_2,"Mean: 0.0574, Std Dev: 0.0385","Mean: 0.0416, Std Dev: 0.009","Mean: 0.0401, Std Dev: 0.0018","Mean: 0.1756, Std Dev: 0.093","Mean: 0.0984, Std Dev: 0.0318","Mean: 0.0844, Std Dev: 0.0143","Mean: 0.2932, Std Dev: 0.1043","Mean: 0.1695, Std Dev: 0.0533","Mean: 0.1373, Std Dev: 0.0284"
25_1.0_1_3,"Mean: 0.0565, Std Dev: 0.0383","Mean: 0.0415, Std Dev: 0.0084","Mean: 0.04, Std Dev: 0.0","Mean: 0.1706, Std Dev: 0.0894","Mean: 0.0972, Std Dev: 0.0303","Mean: 0.0844, Std Dev: 0.0144","Mean: 0.2934, Std Dev: 0.1","Mean: 0.1703, Std Dev: 0.0514","Mean: 0.1373, Std Dev: 0.0282"
25_1.0_2_1,"Mean: 0.0579, Std Dev: 0.04","Mean: 0.0414, Std Dev: 0.0078","Mean: 0.0402, Std Dev: 0.0025","Mean: 0.1757, Std Dev: 0.092","Mean: 0.098, Std Dev: 0.0334","Mean: 0.0845, Std Dev: 0.0141","Mean: 0.2914, Std Dev: 0.1022","Mean: 0.171, Std Dev: 0.0544","Mean: 0.1377, Std Dev: 0.0292"
25_1.0_2_2,"Mean: 0.0581, Std Dev: 0.041","Mean: 0.0412, Std Dev: 0.0072","Mean: 0.0401, Std Dev: 0.0022","Mean: 0.175, Std Dev: 0.0892","Mean: 0.0974, Std Dev: 0.0313","Mean: 0.0839, Std Dev: 0.013","Mean: 0.2912, Std Dev: 0.105","Mean: 0.1668, Std Dev: 0.0504","Mean: 0.1355, Std Dev: 0.0263"
25_1.0_2_3,"Mean: 0.0565, Std Dev: 0.0377","Mean: 0.0416, Std Dev: 0.0086","Mean: 0.0402, Std Dev: 0.0031","Mean: 0.1688, Std Dev: 0.0845","Mean: 0.097, Std Dev: 0.0305","Mean: 0.0838, Std Dev: 0.013","Mean: 0.2838, Std Dev: 0.0982","Mean: 0.1664, Std Dev: 0.0497","Mean: 0.1357, Std Dev: 0.0256"
25_1.0_3_1,"Mean: 0.0554, Std Dev: 0.0336","Mean: 0.0413, Std Dev: 0.0074","Mean: 0.04, Std Dev: 0.0013","Mean: 0.1686, Std Dev: 0.0866","Mean: 0.097, Std Dev: 0.0307","Mean: 0.0838, Std Dev: 0.0132","Mean: 0.2865, Std Dev: 0.1007","Mean: 0.1678, Std Dev: 0.0521","Mean: 0.1371, Std Dev: 0.0282"
25_1.0_3_2,"Mean: 0.0573, Std Dev: 0.0384","Mean: 0.0417, Std Dev: 0.0087","Mean: 0.0402, Std Dev: 0.0028","Mean: 0.1722, Std Dev: 0.0905","Mean: 0.0974, Std Dev: 0.0315","Mean: 0.0842, Std Dev: 0.0137","Mean: 0.2879, Std Dev: 0.102","Mean: 0.1678, Std Dev: 0.0514","Mean: 0.1368, Std Dev: 0.0289"
25_1.0_3_3,"Mean: 0.0565, Std Dev: 0.0378","Mean: 0.0412, Std Dev: 0.0076","Mean: 0.0401, Std Dev: 0.0018","Mean: 0.1737, Std Dev: 0.0897","Mean: 0.0976, Std Dev: 0.0324","Mean: 0.0842, Std Dev: 0.0137","Mean: 0.293, Std Dev: 0.1022","Mean: 0.1678, Std Dev: 0.0532","Mean: 0.1357, Std Dev: 0.0267"
