model,d1_1,d1_2,d1_3,d2_1,d2_2,d2_3,d3_1,d3_2,d3_3
50_1.0_1_1,"Mean: 0.0304, Std Dev: 0.0275","Mean: 0.0206, Std Dev: 0.004","Mean: 0.02, Std Dev: 0.0006","Mean: 0.1253, Std Dev: 0.0942","Mean: 0.0524, Std Dev: 0.0206","Mean: 0.043, Std Dev: 0.0084","Mean: 0.2328, Std Dev: 0.1222","Mean: 0.0994, Std Dev: 0.0419","Mean: 0.0729, Std Dev: 0.02"
50_1.0_1_2,"Mean: 0.0303, Std Dev: 0.0283","Mean: 0.0207, Std Dev: 0.0038","Mean: 0.0201, Std Dev: 0.0013","Mean: 0.1254, Std Dev: 0.0935","Mean: 0.0521, Std Dev: 0.0204","Mean: 0.0432, Std Dev: 0.0091","Mean: 0.2334, Std Dev: 0.1195","Mean: 0.1001, Std Dev: 0.0435","Mean: 0.0727, Std Dev: 0.0194"
50_1.0_1_3,"Mean: 0.0302, Std Dev: 0.0293","Mean: 0.0209, Std Dev: 0.0048","Mean: 0.02, Std Dev: 0.0006","Mean: 0.1238, Std Dev: 0.0929","Mean: 0.0531, Std Dev: 0.0215","Mean: 0.0436, Std Dev: 0.0089","Mean: 0.2334, Std Dev: 0.1206","Mean: 0.0991, Std Dev: 0.0429","Mean: 0.0729, Std Dev: 0.0201"
50_1.0_2_1,"Mean: 0.0309, Std Dev: 0.0287","Mean: 0.021, Std Dev: 0.0048","Mean: 0.0201, Std Dev: 0.0013","Mean: 0.1214, Std Dev: 0.0902","Mean: 0.0519, Std Dev: 0.0206","Mean: 0.0432, Std Dev: 0.0089","Mean: 0.2338, Std Dev: 0.1228","Mean: 0.099, Std Dev: 0.0406","Mean: 0.0725, Std Dev: 0.018"
50_1.0_2_2,"Mean: 0.0304, Std Dev: 0.0273","Mean: 0.0207, Std Dev: 0.0038","Mean: 0.0201, Std Dev: 0.0011","Mean: 0.1187, Std Dev: 0.0889","Mean: 0.0519, Std Dev: 0.02","Mean: 0.043, Std Dev: 0.0082","Mean: 0.232, Std Dev: 0.1214","Mean: 0.0985, Std Dev: 0.0407","Mean: 0.0729, Std Dev: 0.0198"
50_1.0_2_3,"Mean: 0.0293, Std Dev: 0.0249","Mean: 0.0208, Std Dev: 0.0041","Mean: 0.02, Std Dev: 0.0006","Mean: 0.1248, Std Dev: 0.0918","Mean: 0.0523, Std Dev: 0.0219","Mean: 0.0432, Std Dev: 0.0087","Mean: 0.2378, Std Dev: 0.1226","Mean: 0.0992, Std Dev: 0.0426","Mean: 0.0729, Std Dev: 0.0197"
50_1.0_3_1,"Mean: 0.0298, Std Dev: 0.0224","Mean: 0.0208, Std Dev: 0.0042","Mean: 0.0201, Std Dev: 0.0013","Mean: 0.1246, Std Dev: 0.0934","Mean: 0.0531, Std Dev: 0.0214","Mean: 0.043, Std Dev: 0.0084","Mean: 0.2336, Std Dev: 0.1209","Mean: 0.0996, Std Dev: 0.043","Mean: 0.0729, Std Dev: 0.0199"
50_1.0_3_2,"Mean: 0.0323, Std Dev: 0.0306","Mean: 0.0208, Std Dev: 0.0039","Mean: 0.0201, Std Dev: 0.0013","Mean: 0.1262, Std Dev: 0.0962","Mean: 0.0531, Std Dev: 0.0213","Mean: 0.0433, Std Dev: 0.0088","Mean: 0.239, Std Dev: 0.124","Mean: 0.0996, Std Dev: 0.0436","Mean: 0.0738, Std Dev: 0.0212"
50_1.0_3_3,"Mean: 0.0316, Std Dev: 0.0321","Mean: 0.0206, Std Dev: 0.0038","Mean: 0.0201, Std Dev: 0.0014","Mean: 0.1279, Std Dev: 0.0958","Mean: 0.0533, Std Dev: 0.0213","Mean: 0.0431, Std Dev: 0.0085","Mean: 0.2294, Std Dev: 0.121","Mean: 0.0991, Std Dev: 0.0422","Mean: 0.0731, Std Dev: 0.0196"
