model,d1_1,d1_2,d1_3,d2_1,d2_2,d2_3,d3_1,d3_2,d3_3
25_1.0_1_1,"Mean: 0.8111, Std Dev: 0.0762","Mean: 0.4168, Std Dev: 0.2335","Mean: 0.1443, Std Dev: 0.1385","Mean: 0.8594, Std Dev: 0.028","Mean: 0.6842, Std Dev: 0.0943","Mean: 0.4769, Std Dev: 0.1472","Mean: 0.878, Std Dev: 0.0214","Mean: 0.7475, Std Dev: 0.0513","Mean: 0.6053, Std Dev: 0.0885"
25_1.0_1_2,"Mean: 0.8142, Std Dev: 0.0678","Mean: 0.4329, Std Dev: 0.2331","Mean: 0.1446, Std Dev: 0.1406","Mean: 0.858, Std Dev: 0.0298","Mean: 0.6848, Std Dev: 0.0925","Mean: 0.4769, Std Dev: 0.145","Mean: 0.8757, Std Dev: 0.0248","Mean: 0.7435, Std Dev: 0.0543","Mean: 0.6012, Std Dev: 0.0911"
25_1.0_1_3,"Mean: 0.8119, Std Dev: 0.078","Mean: 0.4521, Std Dev: 0.2323","Mean: 0.1549, Std Dev: 0.1491","Mean: 0.8582, Std Dev: 0.0278","Mean: 0.6931, Std Dev: 0.0814","Mean: 0.4894, Std Dev: 0.1397","Mean: 0.8761, Std Dev: 0.0246","Mean: 0.7452, Std Dev: 0.0548","Mean: 0.6085, Std Dev: 0.0901"
25_1.0_2_1,"Mean: 0.812, Std Dev: 0.0761","Mean: 0.4194, Std Dev: 0.2328","Mean: 0.14, Std Dev: 0.1352","Mean: 0.8595, Std Dev: 0.0287","Mean: 0.6774, Std Dev: 0.0997","Mean: 0.4678, Std Dev: 0.1477","Mean: 0.8758, Std Dev: 0.0252","Mean: 0.7441, Std Dev: 0.0574","Mean: 0.6036, Std Dev: 0.094"
25_1.0_2_2,"Mean: 0.8059, Std Dev: 0.0877","Mean: 0.4138, Std Dev: 0.231","Mean: 0.1376, Std Dev: 0.1341","Mean: 0.8588, Std Dev: 0.0291","Mean: 0.6753, Std Dev: 0.1017","Mean: 0.4617, Std Dev: 0.1455","Mean: 0.876, Std Dev: 0.0246","Mean: 0.7431, Std Dev: 0.0557","Mean: 0.5998, Std Dev: 0.091"
25_1.0_2_3,"Mean: 0.8146, Std Dev: 0.0683","Mean: 0.4374, Std Dev: 0.2334","Mean: 0.1462, Std Dev: 0.1442","Mean: 0.8586, Std Dev: 0.0292","Mean: 0.6844, Std Dev: 0.0937","Mean: 0.4782, Std Dev: 0.1463","Mean: 0.8764, Std Dev: 0.0241","Mean: 0.7446, Std Dev: 0.0575","Mean: 0.6049, Std Dev: 0.0914"
25_1.0_3_1,"Mean: 0.8108, Std Dev: 0.0783","Mean: 0.4257, Std Dev: 0.2369","Mean: 0.144, Std Dev: 0.144","Mean: 0.8572, Std Dev: 0.0306","Mean: 0.6769, Std Dev: 0.0979","Mean: 0.4696, Std Dev: 0.146","Mean: 0.8759, Std Dev: 0.0254","Mean: 0.7432, Std Dev: 0.0572","Mean: 0.603, Std Dev: 0.0899"
25_1.0_3_2,"Mean: 0.8114, Std Dev: 0.0731","Mean: 0.423, Std Dev: 0.2328","Mean: 0.1455, Std Dev: 0.1373","Mean: 0.8576, Std Dev: 0.031","Mean: 0.6778, Std Dev: 0.0962","Mean: 0.4672, Std Dev: 0.1446","Mean: 0.8764, Std Dev: 0.0233","Mean: 0.739, Std Dev: 0.0588","Mean: 0.5954, Std Dev: 0.0956"
25_1.0_3_3,"Mean: 0.8082, Std Dev: 0.0822","Mean: 0.4086, Std Dev: 0.236","Mean: 0.1351, Std Dev: 0.1341","Mean: 0.857, Std Dev: 0.0304","Mean: 0.6771, Std Dev: 0.0969","Mean: 0.4645, Std Dev: 0.1455","Mean: 0.876, Std Dev: 0.0227","Mean: 0.7442, Std Dev: 0.0544","Mean: 0.602, Std Dev: 0.0918"
