model,a1,a2,a3
50_1.0_1_1,"Mean: 0.0449, Std Dev: 0.0194","Mean: 0.0398, Std Dev: 0.0165","Mean: 0.0397, Std Dev: 0.0165"
50_1.0_1_2,"Mean: 0.0451, Std Dev: 0.0196","Mean: 0.0399, Std Dev: 0.0167","Mean: 0.0398, Std Dev: 0.0165"
50_1.0_1_3,"Mean: 0.0448, Std Dev: 0.0193","Mean: 0.0398, Std Dev: 0.0165","Mean: 0.0397, Std Dev: 0.0164"
50_1.0_2_1,"Mean: 0.0449, Std Dev: 0.0195","Mean: 0.0399, Std Dev: 0.0166","Mean: 0.0397, Std Dev: 0.0165"
50_1.0_2_2,"Mean: 0.0449, Std Dev: 0.0195","Mean: 0.0399, Std Dev: 0.0167","Mean: 0.0398, Std Dev: 0.0165"
50_1.0_2_3,"Mean: 0.0451, Std Dev: 0.0193","Mean: 0.0398, Std Dev: 0.0165","Mean: 0.0397, Std Dev: 0.0165"
50_1.0_3_1,"Mean: 0.0452, Std Dev: 0.0191","Mean: 0.0399, Std Dev: 0.0166","Mean: 0.0398, Std Dev: 0.0165"
50_1.0_3_2,"Mean: 0.0449, Std Dev: 0.0193","Mean: 0.0398, Std Dev: 0.0166","Mean: 0.0397, Std Dev: 0.0164"
50_1.0_3_3,"Mean: 0.0452, Std Dev: 0.0192","Mean: 0.0398, Std Dev: 0.0165","Mean: 0.0398, Std Dev: 0.0165"
