model,a1,a2,a3
10_1.0_1_1,"Mean: 0.2281, Std Dev: 0.0935","Mean: 0.2037, Std Dev: 0.0811","Mean: 0.203, Std Dev: 0.0809"
10_1.0_1_2,"Mean: 0.2307, Std Dev: 0.0954","Mean: 0.2037, Std Dev: 0.0814","Mean: 0.203, Std Dev: 0.0812"
10_1.0_1_3,"Mean: 0.2285, Std Dev: 0.0945","Mean: 0.2033, Std Dev: 0.081","Mean: 0.2031, Std Dev: 0.0809"
10_1.0_2_1,"Mean: 0.2297, Std Dev: 0.0958","Mean: 0.2034, Std Dev: 0.081","Mean: 0.2029, Std Dev: 0.0809"
10_1.0_2_2,"Mean: 0.2307, Std Dev: 0.0945","Mean: 0.2038, Std Dev: 0.0812","Mean: 0.2032, Std Dev: 0.081"
10_1.0_2_3,"Mean: 0.229, Std Dev: 0.0946","Mean: 0.2039, Std Dev: 0.0815","Mean: 0.2032, Std Dev: 0.081"
10_1.0_3_1,"Mean: 0.2302, Std Dev: 0.0956","Mean: 0.2032, Std Dev: 0.0812","Mean: 0.2029, Std Dev: 0.081"
10_1.0_3_2,"Mean: 0.2321, Std Dev: 0.0949","Mean: 0.2036, Std Dev: 0.0817","Mean: 0.2033, Std Dev: 0.0814"
10_1.0_3_3,"Mean: 0.2307, Std Dev: 0.0942","Mean: 0.2036, Std Dev: 0.0813","Mean: 0.2029, Std Dev: 0.0809"
