model,d1_1,d1_2,d1_3,d2_1,d2_2,d2_3,d3_1,d3_2,d3_3
50_1.0_1_1,"Mean: 0.0313, Std Dev: 0.03","Mean: 0.0209, Std Dev: 0.0046","Mean: 0.02, Std Dev: 0.0006","Mean: 0.1254, Std Dev: 0.0939","Mean: 0.0527, Std Dev: 0.0219","Mean: 0.043, Std Dev: 0.0084","Mean: 0.2329, Std Dev: 0.1192","Mean: 0.0973, Std Dev: 0.0406","Mean: 0.0728, Std Dev: 0.0196"
50_1.0_1_2,"Mean: 0.0318, Std Dev: 0.0329","Mean: 0.0207, Std Dev: 0.0043","Mean: 0.0201, Std Dev: 0.0011","Mean: 0.1236, Std Dev: 0.0921","Mean: 0.0526, Std Dev: 0.0211","Mean: 0.0431, Std Dev: 0.0092","Mean: 0.2346, Std Dev: 0.1201","Mean: 0.0972, Std Dev: 0.0417","Mean: 0.0726, Std Dev: 0.0202"
50_1.0_1_3,"Mean: 0.0305, Std Dev: 0.0279","Mean: 0.0208, Std Dev: 0.004","Mean: 0.0201, Std Dev: 0.0013","Mean: 0.1288, Std Dev: 0.0972","Mean: 0.0522, Std Dev: 0.0211","Mean: 0.0431, Std Dev: 0.0089","Mean: 0.2385, Std Dev: 0.1204","Mean: 0.0991, Std Dev: 0.0423","Mean: 0.0728, Std Dev: 0.0195"
50_1.0_2_1,"Mean: 0.0328, Std Dev: 0.0359","Mean: 0.021, Std Dev: 0.0049","Mean: 0.0201, Std Dev: 0.0014","Mean: 0.1252, Std Dev: 0.0952","Mean: 0.0521, Std Dev: 0.0208","Mean: 0.0427, Std Dev: 0.0083","Mean: 0.2368, Std Dev: 0.1214","Mean: 0.0993, Std Dev: 0.0422","Mean: 0.0727, Std Dev: 0.0198"
50_1.0_2_2,"Mean: 0.0305, Std Dev: 0.028","Mean: 0.0206, Std Dev: 0.0038","Mean: 0.02, Std Dev: 0.0009","Mean: 0.1233, Std Dev: 0.0935","Mean: 0.0524, Std Dev: 0.0221","Mean: 0.0433, Std Dev: 0.0093","Mean: 0.238, Std Dev: 0.1202","Mean: 0.1008, Std Dev: 0.0428","Mean: 0.0729, Std Dev: 0.0192"
50_1.0_2_3,"Mean: 0.0314, Std Dev: 0.0301","Mean: 0.0207, Std Dev: 0.0041","Mean: 0.0201, Std Dev: 0.0011","Mean: 0.1249, Std Dev: 0.0907","Mean: 0.0531, Std Dev: 0.0214","Mean: 0.0433, Std Dev: 0.0092","Mean: 0.2361, Std Dev: 0.1173","Mean: 0.0998, Std Dev: 0.0421","Mean: 0.0731, Std Dev: 0.0196"
50_1.0_3_1,"Mean: 0.0312, Std Dev: 0.0304","Mean: 0.0207, Std Dev: 0.0043","Mean: 0.02, Std Dev: 0.0009","Mean: 0.1281, Std Dev: 0.096","Mean: 0.053, Std Dev: 0.0216","Mean: 0.0429, Std Dev: 0.0085","Mean: 0.2388, Std Dev: 0.1268","Mean: 0.1008, Std Dev: 0.0455","Mean: 0.0731, Std Dev: 0.0207"
50_1.0_3_2,"Mean: 0.0311, Std Dev: 0.0307","Mean: 0.0207, Std Dev: 0.0041","Mean: 0.0201, Std Dev: 0.0011","Mean: 0.126, Std Dev: 0.0947","Mean: 0.0528, Std Dev: 0.0218","Mean: 0.043, Std Dev: 0.0085","Mean: 0.2409, Std Dev: 0.1219","Mean: 0.0995, Std Dev: 0.0425","Mean: 0.0743, Std Dev: 0.0224"
50_1.0_3_3,"Mean: 0.0308, Std Dev: 0.029","Mean: 0.021, Std Dev: 0.0051","Mean: 0.0201, Std Dev: 0.0011","Mean: 0.1288, Std Dev: 0.0993","Mean: 0.0525, Std Dev: 0.0214","Mean: 0.0431, Std Dev: 0.0091","Mean: 0.2408, Std Dev: 0.1229","Mean: 0.1003, Std Dev: 0.0421","Mean: 0.0731, Std Dev: 0.0198"
