model,d1_1,d1_2,d1_3,d2_1,d2_2,d2_3,d3_1,d3_2,d3_3
25_1.0_1_1,"Mean: 0.0562, Std Dev: 0.0363","Mean: 0.0413, Std Dev: 0.0076","Mean: 0.0401, Std Dev: 0.0022","Mean: 0.1716, Std Dev: 0.0881","Mean: 0.0968, Std Dev: 0.0295","Mean: 0.0837, Std Dev: 0.0128","Mean: 0.2899, Std Dev: 0.1024","Mean: 0.1682, Std Dev: 0.0514","Mean: 0.1372, Std Dev: 0.0279"
25_1.0_1_2,"Mean: 0.0576, Std Dev: 0.0415","Mean: 0.0416, Std Dev: 0.0087","Mean: 0.0402, Std Dev: 0.0028","Mean: 0.1712, Std Dev: 0.0898","Mean: 0.0971, Std Dev: 0.0305","Mean: 0.0837, Std Dev: 0.0126","Mean: 0.2922, Std Dev: 0.1036","Mean: 0.1689, Std Dev: 0.0518","Mean: 0.1374, Std Dev: 0.029"
25_1.0_1_3,"Mean: 0.057, Std Dev: 0.039","Mean: 0.0413, Std Dev: 0.0075","Mean: 0.0401, Std Dev: 0.0018","Mean: 0.1709, Std Dev: 0.0878","Mean: 0.0969, Std Dev: 0.0311","Mean: 0.084, Std Dev: 0.0133","Mean: 0.2914, Std Dev: 0.1013","Mean: 0.1684, Std Dev: 0.0517","Mean: 0.1364, Std Dev: 0.0285"
25_1.0_2_1,"Mean: 0.058, Std Dev: 0.0407","Mean: 0.0415, Std Dev: 0.0079","Mean: 0.0402, Std Dev: 0.0028","Mean: 0.1736, Std Dev: 0.0918","Mean: 0.0975, Std Dev: 0.0327","Mean: 0.0843, Std Dev: 0.0142","Mean: 0.2959, Std Dev: 0.1032","Mean: 0.1712, Std Dev: 0.053","Mean: 0.138, Std Dev: 0.0292"
25_1.0_2_2,"Mean: 0.0556, Std Dev: 0.0344","Mean: 0.0415, Std Dev: 0.008","Mean: 0.04, Std Dev: 0.0013","Mean: 0.1718, Std Dev: 0.0882","Mean: 0.0986, Std Dev: 0.0323","Mean: 0.0845, Std Dev: 0.014","Mean: 0.2935, Std Dev: 0.1023","Mean: 0.1678, Std Dev: 0.0513","Mean: 0.1365, Std Dev: 0.0282"
25_1.0_2_3,"Mean: 0.0569, Std Dev: 0.0371","Mean: 0.0416, Std Dev: 0.0083","Mean: 0.04, Std Dev: 0.0","Mean: 0.1677, Std Dev: 0.085","Mean: 0.0964, Std Dev: 0.0294","Mean: 0.0838, Std Dev: 0.0128","Mean: 0.2878, Std Dev: 0.1019","Mean: 0.1678, Std Dev: 0.0529","Mean: 0.1366, Std Dev: 0.029"
25_1.0_3_1,"Mean: 0.0587, Std Dev: 0.0406","Mean: 0.0416, Std Dev: 0.0085","Mean: 0.0401, Std Dev: 0.0018","Mean: 0.175, Std Dev: 0.0944","Mean: 0.0981, Std Dev: 0.0337","Mean: 0.0842, Std Dev: 0.0146","Mean: 0.2936, Std Dev: 0.1081","Mean: 0.1688, Std Dev: 0.0537","Mean: 0.138, Std Dev: 0.0295"
25_1.0_3_2,"Mean: 0.0564, Std Dev: 0.0363","Mean: 0.0416, Std Dev: 0.0086","Mean: 0.0401, Std Dev: 0.0018","Mean: 0.1726, Std Dev: 0.088","Mean: 0.0982, Std Dev: 0.0334","Mean: 0.0854, Std Dev: 0.0162","Mean: 0.29, Std Dev: 0.0999","Mean: 0.17, Std Dev: 0.0536","Mean: 0.1373, Std Dev: 0.0278"
25_1.0_3_3,"Mean: 0.057, Std Dev: 0.0386","Mean: 0.0413, Std Dev: 0.0082","Mean: 0.0402, Std Dev: 0.0025","Mean: 0.1746, Std Dev: 0.0905","Mean: 0.0975, Std Dev: 0.0323","Mean: 0.0843, Std Dev: 0.0139","Mean: 0.2956, Std Dev: 0.1067","Mean: 0.1687, Std Dev: 0.0516","Mean: 0.1364, Std Dev: 0.027"
