model,a1,a2,a3
50_1.0_1_1,"Mean: 0.0422, Std Dev: 0.0172","Mean: 0.0407, Std Dev: 0.0164","Mean: 0.0406, Std Dev: 0.0163"
50_1.0_1_2,"Mean: 0.0424, Std Dev: 0.0177","Mean: 0.0407, Std Dev: 0.0164","Mean: 0.0406, Std Dev: 0.0163"
50_1.0_1_3,"Mean: 0.0426, Std Dev: 0.0179","Mean: 0.0408, Std Dev: 0.0163","Mean: 0.0406, Std Dev: 0.0163"
50_1.0_2_1,"Mean: 0.0425, Std Dev: 0.0178","Mean: 0.0408, Std Dev: 0.0164","Mean: 0.0406, Std Dev: 0.0163"
50_1.0_2_2,"Mean: 0.0425, Std Dev: 0.0178","Mean: 0.0407, Std Dev: 0.0164","Mean: 0.0406, Std Dev: 0.0163"
50_1.0_2_3,"Mean: 0.0423, Std Dev: 0.0175","Mean: 0.0407, Std Dev: 0.0164","Mean: 0.0406, Std Dev: 0.0163"
50_1.0_3_1,"Mean: 0.0425, Std Dev: 0.0177","Mean: 0.0408, Std Dev: 0.0164","Mean: 0.0406, Std Dev: 0.0163"
50_1.0_3_2,"Mean: 0.0424, Std Dev: 0.0172","Mean: 0.0407, Std Dev: 0.0164","Mean: 0.0406, Std Dev: 0.0163"
50_1.0_3_3,"Mean: 0.0423, Std Dev: 0.0173","Mean: 0.0407, Std Dev: 0.0162","Mean: 0.0406, Std Dev: 0.0163"
