model,a1,a2,a3
25_1.0_1_1,"Mean: 0.0925, Std Dev: 0.0391","Mean: 0.0816, Std Dev: 0.0336","Mean: 0.0813, Std Dev: 0.0334"
25_1.0_1_2,"Mean: 0.0917, Std Dev: 0.0383","Mean: 0.0816, Std Dev: 0.0336","Mean: 0.0813, Std Dev: 0.0334"
25_1.0_1_3,"Mean: 0.0916, Std Dev: 0.0387","Mean: 0.0816, Std Dev: 0.0335","Mean: 0.0813, Std Dev: 0.0332"
25_1.0_2_1,"Mean: 0.0918, Std Dev: 0.0391","Mean: 0.0816, Std Dev: 0.0336","Mean: 0.0814, Std Dev: 0.0334"
25_1.0_2_2,"Mean: 0.092, Std Dev: 0.039","Mean: 0.0815, Std Dev: 0.0334","Mean: 0.0813, Std Dev: 0.0334"
25_1.0_2_3,"Mean: 0.0917, Std Dev: 0.0392","Mean: 0.0815, Std Dev: 0.0334","Mean: 0.0813, Std Dev: 0.0333"
25_1.0_3_1,"Mean: 0.0916, Std Dev: 0.039","Mean: 0.0816, Std Dev: 0.0336","Mean: 0.0813, Std Dev: 0.0334"
25_1.0_3_2,"Mean: 0.0918, Std Dev: 0.0395","Mean: 0.0814, Std Dev: 0.0333","Mean: 0.0812, Std Dev: 0.0333"
25_1.0_3_3,"Mean: 0.0927, Std Dev: 0.0394","Mean: 0.0817, Std Dev: 0.0336","Mean: 0.0814, Std Dev: 0.0334"
