model,a1,a2,a3
10_1.0_1_1,"Mean: 0.2281, Std Dev: 0.0935","Mean: 0.2037, Std Dev: 0.0811","Mean: 0.203, Std Dev: 0.0809"
10_1.0_1_2,"Mean: 0.2283, Std Dev: 0.0937","Mean: 0.2037, Std Dev: 0.0811","Mean: 0.203, Std Dev: 0.0809"
10_1.0_1_3,"Mean: 0.2296, Std Dev: 0.0944","Mean: 0.2037, Std Dev: 0.081","Mean: 0.2034, Std Dev: 0.0807"
10_1.0_2_1,"Mean: 0.2274, Std Dev: 0.0934","Mean: 0.2037, Std Dev: 0.0809","Mean: 0.2032, Std Dev: 0.0806"
10_1.0_2_2,"Mean: 0.2282, Std Dev: 0.0937","Mean: 0.2038, Std Dev: 0.0811","Mean: 0.2031, Std Dev: 0.0807"
10_1.0_2_3,"Mean: 0.2307, Std Dev: 0.0946","Mean: 0.204, Std Dev: 0.0814","Mean: 0.2034, Std Dev: 0.0811"
10_1.0_3_1,"Mean: 0.2281, Std Dev: 0.0935","Mean: 0.2037, Std Dev: 0.0811","Mean: 0.203, Std Dev: 0.0809"
10_1.0_3_2,"Mean: 0.2281, Std Dev: 0.0935","Mean: 0.2037, Std Dev: 0.0811","Mean: 0.203, Std Dev: 0.0809"
10_1.0_3_3,"Mean: 0.2278, Std Dev: 0.0935","Mean: 0.2037, Std Dev: 0.0811","Mean: 0.203, Std Dev: 0.0809"
