model,d1_1,d1_2,d1_3,d2_1,d2_2,d2_3,d3_1,d3_2,d3_3
50_1.0_1_1,"Mean: 0.0308, Std Dev: 0.0277","Mean: 0.0208, Std Dev: 0.0043","Mean: 0.0201, Std Dev: 0.0011","Mean: 0.1285, Std Dev: 0.0988","Mean: 0.0529, Std Dev: 0.0213","Mean: 0.0433, Std Dev: 0.0095","Mean: 0.2331, Std Dev: 0.1195","Mean: 0.0987, Std Dev: 0.0428","Mean: 0.0724, Std Dev: 0.0189"
50_1.0_1_2,"Mean: 0.0317, Std Dev: 0.0287","Mean: 0.0209, Std Dev: 0.0048","Mean: 0.02, Std Dev: 0.0009","Mean: 0.1302, Std Dev: 0.1007","Mean: 0.0521, Std Dev: 0.0214","Mean: 0.043, Std Dev: 0.0083","Mean: 0.2371, Std Dev: 0.1222","Mean: 0.1, Std Dev: 0.0455","Mean: 0.0731, Std Dev: 0.0202"
50_1.0_1_3,"Mean: 0.0321, Std Dev: 0.0304","Mean: 0.0208, Std Dev: 0.0041","Mean: 0.0201, Std Dev: 0.0013","Mean: 0.1223, Std Dev: 0.0884","Mean: 0.0525, Std Dev: 0.0215","Mean: 0.0434, Std Dev: 0.0091","Mean: 0.2319, Std Dev: 0.1184","Mean: 0.0987, Std Dev: 0.0417","Mean: 0.0728, Std Dev: 0.0196"
50_1.0_2_1,"Mean: 0.0313, Std Dev: 0.031","Mean: 0.0207, Std Dev: 0.004","Mean: 0.0201, Std Dev: 0.0011","Mean: 0.1247, Std Dev: 0.0931","Mean: 0.0518, Std Dev: 0.0201","Mean: 0.0428, Std Dev: 0.0086","Mean: 0.234, Std Dev: 0.1237","Mean: 0.1003, Std Dev: 0.0433","Mean: 0.073, Std Dev: 0.0196"
50_1.0_2_2,"Mean: 0.031, Std Dev: 0.0296","Mean: 0.0206, Std Dev: 0.004","Mean: 0.02, Std Dev: 0.0009","Mean: 0.123, Std Dev: 0.0916","Mean: 0.0522, Std Dev: 0.0215","Mean: 0.0431, Std Dev: 0.0086","Mean: 0.2353, Std Dev: 0.1221","Mean: 0.0987, Std Dev: 0.0425","Mean: 0.073, Std Dev: 0.0201"
50_1.0_2_3,"Mean: 0.0313, Std Dev: 0.0325","Mean: 0.0209, Std Dev: 0.0045","Mean: 0.0202, Std Dev: 0.002","Mean: 0.1245, Std Dev: 0.0922","Mean: 0.0527, Std Dev: 0.0217","Mean: 0.0429, Std Dev: 0.0086","Mean: 0.2306, Std Dev: 0.1197","Mean: 0.099, Std Dev: 0.0422","Mean: 0.0728, Std Dev: 0.0195"
50_1.0_3_1,"Mean: 0.0309, Std Dev: 0.0296","Mean: 0.0208, Std Dev: 0.0043","Mean: 0.02, Std Dev: 0.0006","Mean: 0.1278, Std Dev: 0.0978","Mean: 0.053, Std Dev: 0.0215","Mean: 0.0434, Std Dev: 0.009","Mean: 0.2402, Std Dev: 0.1261","Mean: 0.0995, Std Dev: 0.0427","Mean: 0.073, Std Dev: 0.0198"
50_1.0_3_2,"Mean: 0.031, Std Dev: 0.028","Mean: 0.0206, Std Dev: 0.0042","Mean: 0.02, Std Dev: 0.0009","Mean: 0.125, Std Dev: 0.0937","Mean: 0.0524, Std Dev: 0.022","Mean: 0.0432, Std Dev: 0.0089","Mean: 0.2358, Std Dev: 0.1202","Mean: 0.0999, Std Dev: 0.0417","Mean: 0.0733, Std Dev: 0.0204"
50_1.0_3_3,"Mean: 0.0314, Std Dev: 0.0304","Mean: 0.0208, Std Dev: 0.0044","Mean: 0.02, Std Dev: 0.0009","Mean: 0.1286, Std Dev: 0.0989","Mean: 0.0526, Std Dev: 0.0211","Mean: 0.0432, Std Dev: 0.0091","Mean: 0.2358, Std Dev: 0.1192","Mean: 0.0997, Std Dev: 0.0433","Mean: 0.0734, Std Dev: 0.0203"
