model,a1,a2,a3
25_1.0_1_1,"Mean: 0.3569, Std Dev: 0.126","Mean: 0.1834, Std Dev: 0.0519","Mean: 0.1214, Std Dev: 0.0335"
25_1.0_1_2,"Mean: 0.3744, Std Dev: 0.1359","Mean: 0.1851, Std Dev: 0.0522","Mean: 0.1215, Std Dev: 0.0332"
25_1.0_1_3,"Mean: 0.3657, Std Dev: 0.1299","Mean: 0.1848, Std Dev: 0.0546","Mean: 0.1216, Std Dev: 0.0338"
25_1.0_2_1,"Mean: 0.3714, Std Dev: 0.1305","Mean: 0.1856, Std Dev: 0.0528","Mean: 0.1216, Std Dev: 0.0338"
25_1.0_2_2,"Mean: 0.3701, Std Dev: 0.1331","Mean: 0.188, Std Dev: 0.0546","Mean: 0.1218, Std Dev: 0.0337"
25_1.0_2_3,"Mean: 0.3654, Std Dev: 0.123","Mean: 0.185, Std Dev: 0.054","Mean: 0.1215, Std Dev: 0.0337"
25_1.0_3_1,"Mean: 0.3585, Std Dev: 0.1299","Mean: 0.1829, Std Dev: 0.0533","Mean: 0.1214, Std Dev: 0.0336"
25_1.0_3_2,"Mean: 0.3666, Std Dev: 0.1292","Mean: 0.1848, Std Dev: 0.0518","Mean: 0.1216, Std Dev: 0.0337"
25_1.0_3_3,"Mean: 0.3734, Std Dev: 0.1363","Mean: 0.1866, Std Dev: 0.0551","Mean: 0.1217, Std Dev: 0.0338"
