model,d1_1,d1_2,d1_3,d2_1,d2_2,d2_3,d3_1,d3_2,d3_3
10_1.0_1_1,"Mean: 0.7252, Std Dev: 0.0766","Mean: 0.4093, Std Dev: 0.1508","Mean: 0.2135, Std Dev: 0.1029","Mean: 0.7916, Std Dev: 0.0391","Mean: 0.5967, Std Dev: 0.0874","Mean: 0.4615, Std Dev: 0.1098","Mean: 0.8282, Std Dev: 0.0482","Mean: 0.701, Std Dev: 0.0789","Mean: 0.5983, Std Dev: 0.0841"
10_1.0_1_2,"Mean: 0.7266, Std Dev: 0.0774","Mean: 0.4132, Std Dev: 0.1511","Mean: 0.2124, Std Dev: 0.1023","Mean: 0.7915, Std Dev: 0.0395","Mean: 0.5975, Std Dev: 0.0867","Mean: 0.4616, Std Dev: 0.1097","Mean: 0.8281, Std Dev: 0.0484","Mean: 0.7003, Std Dev: 0.0804","Mean: 0.5983, Std Dev: 0.0841"
10_1.0_1_3,"Mean: 0.7261, Std Dev: 0.0743","Mean: 0.4099, Std Dev: 0.1506","Mean: 0.2129, Std Dev: 0.1027","Mean: 0.7911, Std Dev: 0.0407","Mean: 0.5974, Std Dev: 0.0888","Mean: 0.4614, Std Dev: 0.1099","Mean: 0.8281, Std Dev: 0.0484","Mean: 0.701, Std Dev: 0.079","Mean: 0.5983, Std Dev: 0.0841"
10_1.0_2_1,"Mean: 0.7221, Std Dev: 0.0784","Mean: 0.4034, Std Dev: 0.151","Mean: 0.2121, Std Dev: 0.1022","Mean: 0.7907, Std Dev: 0.0398","Mean: 0.5976, Std Dev: 0.0879","Mean: 0.4614, Std Dev: 0.1099","Mean: 0.8281, Std Dev: 0.0484","Mean: 0.7008, Std Dev: 0.0793","Mean: 0.5983, Std Dev: 0.0841"
10_1.0_2_2,"Mean: 0.7245, Std Dev: 0.0796","Mean: 0.4111, Std Dev: 0.152","Mean: 0.2121, Std Dev: 0.1023","Mean: 0.7914, Std Dev: 0.0423","Mean: 0.5958, Std Dev: 0.0886","Mean: 0.461, Std Dev: 0.1103","Mean: 0.8282, Std Dev: 0.0482","Mean: 0.7002, Std Dev: 0.0805","Mean: 0.5983, Std Dev: 0.0841"
10_1.0_2_3,"Mean: 0.7261, Std Dev: 0.0785","Mean: 0.4101, Std Dev: 0.1515","Mean: 0.214, Std Dev: 0.1036","Mean: 0.7919, Std Dev: 0.0408","Mean: 0.5983, Std Dev: 0.0876","Mean: 0.4613, Std Dev: 0.11","Mean: 0.8283, Std Dev: 0.0481","Mean: 0.7006, Std Dev: 0.0797","Mean: 0.5983, Std Dev: 0.0841"
10_1.0_3_1,"Mean: 0.7214, Std Dev: 0.0832","Mean: 0.4051, Std Dev: 0.1497","Mean: 0.213, Std Dev: 0.1031","Mean: 0.7897, Std Dev: 0.0437","Mean: 0.5955, Std Dev: 0.0898","Mean: 0.4612, Std Dev: 0.1101","Mean: 0.8276, Std Dev: 0.0492","Mean: 0.7007, Std Dev: 0.0795","Mean: 0.5983, Std Dev: 0.0841"
10_1.0_3_2,"Mean: 0.725, Std Dev: 0.0764","Mean: 0.4127, Std Dev: 0.1524","Mean: 0.2137, Std Dev: 0.1047","Mean: 0.7904, Std Dev: 0.0404","Mean: 0.5965, Std Dev: 0.0887","Mean: 0.4607, Std Dev: 0.1106","Mean: 0.8283, Std Dev: 0.0481","Mean: 0.7009, Std Dev: 0.0791","Mean: 0.5983, Std Dev: 0.0841"
10_1.0_3_3,"Mean: 0.7264, Std Dev: 0.0763","Mean: 0.4094, Std Dev: 0.1518","Mean: 0.2145, Std Dev: 0.1039","Mean: 0.7914, Std Dev: 0.0418","Mean: 0.5986, Std Dev: 0.087","Mean: 0.4613, Std Dev: 0.11","Mean: 0.8277, Std Dev: 0.049","Mean: 0.7008, Std Dev: 0.0793","Mean: 0.5983, Std Dev: 0.0841"
