model,a1,a2,a3
10_1.0_1_1,"Mean: 0.2281, Std Dev: 0.0935","Mean: 0.2037, Std Dev: 0.0811","Mean: 0.203, Std Dev: 0.0809"
10_1.0_1_2,"Mean: 0.2296, Std Dev: 0.0944","Mean: 0.2033, Std Dev: 0.0812","Mean: 0.203, Std Dev: 0.0807"
10_1.0_1_3,"Mean: 0.2281, Std Dev: 0.0935","Mean: 0.2037, Std Dev: 0.0811","Mean: 0.203, Std Dev: 0.0809"
10_1.0_2_1,"Mean: 0.2281, Std Dev: 0.0935","Mean: 0.2037, Std Dev: 0.0811","Mean: 0.203, Std Dev: 0.0809"
10_1.0_2_2,"Mean: 0.229, Std Dev: 0.0945","Mean: 0.2036, Std Dev: 0.0812","Mean: 0.2031, Std Dev: 0.0812"
10_1.0_2_3,"Mean: 0.2287, Std Dev: 0.0953","Mean: 0.2032, Std Dev: 0.0808","Mean: 0.2027, Std Dev: 0.0809"
10_1.0_3_1,"Mean: 0.2264, Std Dev: 0.0915","Mean: 0.2034, Std Dev: 0.0808","Mean: 0.2029, Std Dev: 0.0808"
10_1.0_3_2,"Mean: 0.2273, Std Dev: 0.0942","Mean: 0.2035, Std Dev: 0.0811","Mean: 0.203, Std Dev: 0.081"
10_1.0_3_3,"Mean: 0.228, Std Dev: 0.0933","Mean: 0.2037, Std Dev: 0.0811","Mean: 0.203, Std Dev: 0.0809"
