model,a1,a2,a3
10_1.0_1_1,"Mean: 0.2078, Std Dev: 0.0856","Mean: 0.2015, Std Dev: 0.0817","Mean: 0.2011, Std Dev: 0.0816"
10_1.0_1_2,"Mean: 0.2097, Std Dev: 0.0866","Mean: 0.2014, Std Dev: 0.0815","Mean: 0.2011, Std Dev: 0.0816"
10_1.0_1_3,"Mean: 0.2078, Std Dev: 0.0856","Mean: 0.2015, Std Dev: 0.0817","Mean: 0.2011, Std Dev: 0.0816"
10_1.0_2_1,"Mean: 0.2078, Std Dev: 0.0856","Mean: 0.2015, Std Dev: 0.0817","Mean: 0.2011, Std Dev: 0.0816"
10_1.0_2_2,"Mean: 0.2095, Std Dev: 0.0871","Mean: 0.2016, Std Dev: 0.082","Mean: 0.2011, Std Dev: 0.0816"
10_1.0_2_3,"Mean: 0.2079, Std Dev: 0.086","Mean: 0.2014, Std Dev: 0.0818","Mean: 0.2011, Std Dev: 0.0816"
10_1.0_3_1,"Mean: 0.2086, Std Dev: 0.0866","Mean: 0.2017, Std Dev: 0.0819","Mean: 0.2011, Std Dev: 0.0816"
10_1.0_3_2,"Mean: 0.2079, Std Dev: 0.0858","Mean: 0.2014, Std Dev: 0.0818","Mean: 0.2011, Std Dev: 0.0816"
10_1.0_3_3,"Mean: 0.2078, Std Dev: 0.0856","Mean: 0.2015, Std Dev: 0.0817","Mean: 0.2011, Std Dev: 0.0816"
