model,a1,a2,a3
25_1.0_1_1,"Mean: 0.0799, Std Dev: 0.0324","Mean: 0.0799, Std Dev: 0.0324","Mean: 0.0799, Std Dev: 0.0324"
25_1.0_1_2,"Mean: 0.0799, Std Dev: 0.0324","Mean: 0.0799, Std Dev: 0.0324","Mean: 0.0799, Std Dev: 0.0324"
25_1.0_1_3,"Mean: 0.0799, Std Dev: 0.0324","Mean: 0.0799, Std Dev: 0.0324","Mean: 0.0799, Std Dev: 0.0324"
25_1.0_2_1,"Mean: 0.0799, Std Dev: 0.0324","Mean: 0.0799, Std Dev: 0.0324","Mean: 0.0799, Std Dev: 0.0324"
25_1.0_2_2,"Mean: 0.0799, Std Dev: 0.0324","Mean: 0.0799, Std Dev: 0.0324","Mean: 0.0799, Std Dev: 0.0324"
25_1.0_2_3,"Mean: 0.0799, Std Dev: 0.0324","Mean: 0.0799, Std Dev: 0.0324","Mean: 0.0799, Std Dev: 0.0324"
25_1.0_3_1,"Mean: 0.0799, Std Dev: 0.0324","Mean: 0.0799, Std Dev: 0.0324","Mean: 0.0799, Std Dev: 0.0324"
25_1.0_3_2,"Mean: 0.0799, Std Dev: 0.0324","Mean: 0.0799, Std Dev: 0.0324","Mean: 0.0799, Std Dev: 0.0324"
25_1.0_3_3,"Mean: 0.0799, Std Dev: 0.0324","Mean: 0.0799, Std Dev: 0.0324","Mean: 0.0799, Std Dev: 0.0324"
