model,a1,a2,a3
10_1.0_1_1,"Mean: 0.4967, Std Dev: 0.1174","Mean: 0.3048, Std Dev: 0.0832","Mean: 0.2011, Std Dev: 0.0816"
10_1.0_1_2,"Mean: 0.4947, Std Dev: 0.1205","Mean: 0.3043, Std Dev: 0.0837","Mean: 0.2011, Std Dev: 0.0816"
10_1.0_1_3,"Mean: 0.4942, Std Dev: 0.1169","Mean: 0.3038, Std Dev: 0.0833","Mean: 0.2011, Std Dev: 0.0816"
10_1.0_2_1,"Mean: 0.4824, Std Dev: 0.1171","Mean: 0.3038, Std Dev: 0.0823","Mean: 0.2011, Std Dev: 0.0816"
10_1.0_2_2,"Mean: 0.4871, Std Dev: 0.1141","Mean: 0.3053, Std Dev: 0.0849","Mean: 0.2011, Std Dev: 0.0816"
10_1.0_2_3,"Mean: 0.4912, Std Dev: 0.1175","Mean: 0.3042, Std Dev: 0.0838","Mean: 0.2011, Std Dev: 0.0816"
10_1.0_3_1,"Mean: 0.4969, Std Dev: 0.1177","Mean: 0.3052, Std Dev: 0.0844","Mean: 0.2011, Std Dev: 0.0816"
10_1.0_3_2,"Mean: 0.4839, Std Dev: 0.1167","Mean: 0.3039, Std Dev: 0.0826","Mean: 0.2011, Std Dev: 0.0816"
10_1.0_3_3,"Mean: 0.4987, Std Dev: 0.1205","Mean: 0.3038, Std Dev: 0.0839","Mean: 0.2011, Std Dev: 0.0816"
